primary_label;secondary_labels;type;latitude;longitude;scientific_name;common_name;author;license;rating;url;filename
brodro1;[];[''];248.149;1.213.844;Dicrurus aeneus;Bronzed Drongo;Jerome Chie-Jen Ko;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/736489;brodro1/XC736489.ogg
brodro1;[];[''];219.137;1.012.721;Dicrurus aeneus;Bronzed Drongo;Dave Guo;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/769793;brodro1/XC769793.ogg
brodro1;[];[''];181.778;1.044.871;Dicrurus aeneus;Bronzed Drongo;Bram Piot;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/772654;brodro1/XC772654.ogg
brodro1;[];[''];248.326;1.217.423;Dicrurus aeneus;Bronzed Drongo;Chi-Hsuan Shao;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://xeno-canto.org/776499;brodro1/XC776499.ogg
brodro1;[];[''];236.203;1.214.145;Dicrurus aeneus;Bronzed Drongo;張(Chang)智偉(Chih-Wei);Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://xeno-canto.org/778266;brodro1/XC778266.ogg
brodro1;[];[''];191.409;1.041.495;Dicrurus aeneus;Bronzed Drongo;Bram Piot;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://xeno-canto.org/782949;brodro1/XC782949.ogg
brodro1;[];[''];233.538;1.211.864;Dicrurus aeneus;Bronzed Drongo;蔡明剛;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://xeno-canto.org/789819;brodro1/XC789819.ogg
brodro1;[];[''];247.928;1.217.371;Dicrurus aeneus;Bronzed Drongo;Jerome Chie-Jen Ko;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://xeno-canto.org/794297;brodro1/XC794297.ogg
brodro1;[];[''];247.928;1.217.371;Dicrurus aeneus;Bronzed Drongo;Jerome Chie-Jen Ko;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://xeno-canto.org/794353;brodro1/XC794353.ogg
brodro1;[];[''];119.632;755.785;Dicrurus aeneus;Bronzed Drongo;JISHNU KIZHAKKILLAM;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/796296;brodro1/XC796296.ogg
brodro1;[];[''];187.588;1.088.572;Dicrurus aeneus;Bronzed Drongo;Dave GUO;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://xeno-canto.org/798024;brodro1/XC798024.ogg
brodro1;[];[''];187.421;108.862;Dicrurus aeneus;Bronzed Drongo;Dave GUO;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://xeno-canto.org/798074;brodro1/XC798074.ogg
brodro1;[];[''];187.588;1.088.572;Dicrurus aeneus;Bronzed Drongo;Dave GUO;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://xeno-canto.org/798112;brodro1/XC798112.ogg
brodro1;[];[''];282.237;839.047;Dicrurus aeneus;Bronzed Drongo;Greg Irving;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/840163;brodro1/XC840163.ogg
brodro1;[];[''];199.001;990.414;Dicrurus aeneus;Bronzed Drongo;FREDERIC Lionel;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://xeno-canto.org/843114;brodro1/XC843114.ogg
brodro1;[];[''];15.977;1.035.447;Dicrurus aeneus;Bronzed Drongo;Bao Shen Yap;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://xeno-canto.org/843785;brodro1/XC843785.ogg
brodro1;[];[''];283.076;837.979;Dicrurus aeneus;Bronzed Drongo;Greg Irving;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/843971;brodro1/XC843971.ogg
brodro1;[];[''];282.237;839.047;Dicrurus aeneus;Bronzed Drongo;Greg Irving;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/844001;brodro1/XC844001.ogg
brodro1;[];[''];282.237;839.047;Dicrurus aeneus;Bronzed Drongo;Greg Irving;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://xeno-canto.org/844131;brodro1/XC844131.ogg
brodro1;[];[''];282.237;839.047;Dicrurus aeneus;Bronzed Drongo;Greg Irving;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/845129;brodro1/XC845129.ogg
gloibi;[];['begging call', 'call'];28.899;-81.808;Plegadis falcinellus;Glossy Ibis;Andrew Spencer;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/108823;gloibi/XC108823.ogg
gloibi;[];['begging call'];28.899;-81.808;Plegadis falcinellus;Glossy Ibis;Andrew Spencer;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/108824;gloibi/XC108824.ogg
gloibi;[];['call'];28.899;-81.808;Plegadis falcinellus;Glossy Ibis;Andrew Spencer;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/108825;gloibi/XC108825.ogg
gloibi;[];['call'];28.899;-81.808;Plegadis falcinellus;Glossy Ibis;Andrew Spencer;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/108826;gloibi/XC108826.ogg
gloibi;[];['call'];199.051;854.365;Plegadis falcinellus;Glossy Ibis;Sudipto Roy;Creative Commons Attribution-ShareAlike 3.0;4.0;https://www.xeno-canto.org/129140;gloibi/XC129140.ogg
gloibi;[];['flight call'];282.267;-807.645;Plegadis falcinellus;Glossy Ibis;Paul Marvin;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/139957;gloibi/XC139957.ogg
gloibi;[];['flight call'];282.267;-807.645;Plegadis falcinellus;Glossy Ibis;Paul Marvin;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/139958;gloibi/XC139958.ogg
gloibi;[];['flight call'];282.267;-807.645;Plegadis falcinellus;Glossy Ibis;Paul Marvin;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;4.0;https://www.xeno-canto.org/140511;gloibi/XC140511.ogg
gloibi;[];['call'];282.267;-807.645;Plegadis falcinellus;Glossy Ibis;Paul Marvin;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/145799;gloibi/XC145799.ogg
gloibi;[];['flight call'];282.267;-807.645;Plegadis falcinellus;Glossy Ibis;Paul Marvin;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;5.0;https://www.xeno-canto.org/162094;gloibi/XC162094.ogg
gloibi;[];['Call'];420.226;-832.048;Plegadis falcinellus;Glossy Ibis;Allen T. Chartier;Creative Commons Attribution-NonCommercial-ShareAlike 3.0;2.5;https://www.xeno-canto.org/16977;gloibi/XC16977.ogg
gloibi;[];['call', 'flight call'];370.978;-64.101;Plegadis falcinellus;Glossy Ibis;Alain Malengreau;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/237350;gloibi/XC237350.ogg
gloibi;[];['flight call'];40.653;0.705;Plegadis falcinellus;Glossy Ibis;Jordi Calvet;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/263288;gloibi/XC263288.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/263314;gloibi/XC263314.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/263315;gloibi/XC263315.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/263316;gloibi/XC263316.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/263317;gloibi/XC263317.ogg
gloibi;['litgre1'];['call'];371.305;-6.508;Plegadis falcinellus;Glossy Ibis;Guido O. Keijl;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://www.xeno-canto.org/292205;gloibi/XC292205.ogg
gloibi;[];['call'];286.781;-807.717;Plegadis falcinellus;Glossy Ibis;Paul Marvin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/299831;gloibi/XC299831.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/310508;gloibi/XC310508.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/310509;gloibi/XC310509.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/310510;gloibi/XC310510.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/310511;gloibi/XC310511.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/310513;gloibi/XC310513.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.0;https://www.xeno-canto.org/312183;gloibi/XC312183.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.0;https://www.xeno-canto.org/312184;gloibi/XC312184.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/312185;gloibi/XC312185.ogg
gloibi;[];['flight call'];370.951;-60.386;Plegadis falcinellus;Glossy Ibis;José Carlos Sires;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/314387;gloibi/XC314387.ogg
gloibi;[];['flight call'];436.141;42.724;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/357886;gloibi/XC357886.ogg
gloibi;[];['call', 'flight call'];436.124;42.747;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/358222;gloibi/XC358222.ogg
gloibi;[];['flight call'];436.245;43.129;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/358627;gloibi/XC358627.ogg
gloibi;[];['flight call'];41.21;23.13;Plegadis falcinellus;Glossy Ibis;GABRIEL LEITE;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/379771;gloibi/XC379771.ogg
gloibi;[];['flight call'];436.075;4.214;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/383291;gloibi/XC383291.ogg
gloibi;[];['call', 'flight call'];36.238;-5.818;Plegadis falcinellus;Glossy Ibis;Stein Ø. Nilsen;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/388794;gloibi/XC388794.ogg
gloibi;[];['call'];286.236;-809.028;Plegadis falcinellus;Glossy Ibis;Paul Marvin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/395487;gloibi/XC395487.ogg
gloibi;['eaywag1', 'graher1', 'litegr'];['call'];371.499;-60.405;Plegadis falcinellus;Glossy Ibis;Esperanza Poveda;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://www.xeno-canto.org/399928;gloibi/XC399928.ogg
gloibi;[];['begging call'];371.058;-62.577;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/417658;gloibi/XC417658.ogg
gloibi;[];['begging call'];371.058;-62.577;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/417659;gloibi/XC417659.ogg
gloibi;[];['begging call', 'call', 'calls on nest'];371.058;-62.577;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/417660;gloibi/XC417660.ogg
gloibi;[];['call'];371.058;-62.577;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/417661;gloibi/XC417661.ogg
gloibi;[];['call'];371.058;-62.577;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/417662;gloibi/XC417662.ogg
gloibi;[];['flight call'];371.499;-60.405;Plegadis falcinellus;Glossy Ibis;Esperanza Poveda;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/430606;gloibi/XC430606.ogg
gloibi;[];['flight call'];371.499;-60.405;Plegadis falcinellus;Glossy Ibis;Esperanza Poveda;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://www.xeno-canto.org/430607;gloibi/XC430607.ogg
gloibi;[];['call'];242.657;546.114;Plegadis falcinellus;Glossy Ibis;Oscar Campbell;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://www.xeno-canto.org/442167;gloibi/XC442167.ogg
gloibi;[];['flight call'];285.785;-809.961;Plegadis falcinellus;Glossy Ibis;Paul Marvin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://www.xeno-canto.org/453051;gloibi/XC453051.ogg
gloibi;[];['flight call'];285.785;-809.961;Plegadis falcinellus;Glossy Ibis;Paul Marvin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/460768;gloibi/XC460768.ogg
gloibi;[];['call'];41.681;0.9549;Plegadis falcinellus;Glossy Ibis;Jordi Calvet;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;0.0;https://www.xeno-canto.org/464845;gloibi/XC464845.ogg
gloibi;[];['call'];41.681;0.9549;Plegadis falcinellus;Glossy Ibis;Jordi Calvet;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;0.0;https://www.xeno-canto.org/464853;gloibi/XC464853.ogg
gloibi;['graher1'];['begging call', 'breeding colony', 'call'];406.577;0.7005;Plegadis falcinellus;Glossy Ibis;eloisa matheu;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://www.xeno-canto.org/476091;gloibi/XC476091.ogg
gloibi;[];['call'];-264.467;264.696;Plegadis falcinellus;Glossy Ibis;Tony Archer;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://www.xeno-canto.org/497221;gloibi/XC497221.ogg
gloibi;[];['alarm call', 'flight call'];406.389;0.7406;Plegadis falcinellus;Glossy Ibis;Jordi Calvet;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;0.0;https://www.xeno-canto.org/530552;gloibi/XC530552.ogg
gloibi;[];['flight call'];406.389;0.7406;Plegadis falcinellus;Glossy Ibis;Jordi Calvet;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;0.0;https://www.xeno-canto.org/530553;gloibi/XC530553.ogg
gloibi;[];['flight call', 'male'];388.643;-89.633;Plegadis falcinellus;Glossy Ibis;Marcel Gil Velasco;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://www.xeno-canto.org/530954;gloibi/XC530954.ogg
gloibi;[];['adult', 'flight call', 'sex uncertain'];521.598;-70.641;Plegadis falcinellus;Glossy Ibis;Mícheál Cowming;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.5;https://www.xeno-canto.org/622426;gloibi/XC622426.ogg
gloibi;[];['flight call'];396.216;-0.2614;Plegadis falcinellus;Glossy Ibis;jesus carrion;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/628638;gloibi/XC628638.ogg
gloibi;[];['call', 'flight call'];435.931;45.435;Plegadis falcinellus;Glossy Ibis;Charlie Bodin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/632945;gloibi/XC632945.ogg
gloibi;[];['call', 'flight call'];435.931;45.435;Plegadis falcinellus;Glossy Ibis;Charlie Bodin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://www.xeno-canto.org/632947;gloibi/XC632947.ogg
gloibi;[];['alarm call'];410.992;11.604;Plegadis falcinellus;Glossy Ibis;Sidney M;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://www.xeno-canto.org/634860;gloibi/XC634860.ogg
gloibi;[];[''];389.411;-89.674;Plegadis falcinellus;Glossy Ibis;Leconte Michel;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/699224;gloibi/XC699224.ogg
gloibi;[];[''];436.254;43.136;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/702387;gloibi/XC702387.ogg
gloibi;[];[''];436.254;43.136;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/702388;gloibi/XC702388.ogg
gloibi;[];[''];521.963;-64.439;Plegadis falcinellus;Glossy Ibis;Paul Kelly;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://xeno-canto.org/712962;gloibi/XC712962.ogg
gloibi;[];[''];432.917;30.425;Plegadis falcinellus;Glossy Ibis;Alexander Schlatmann;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://xeno-canto.org/725052;gloibi/XC725052.ogg
gloibi;[];[''];451.436;178.156;Plegadis falcinellus;Glossy Ibis;Domagoj Tomičić;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/727194;gloibi/XC727194.ogg
gloibi;[];[''];371.876;-74.623;Plegadis falcinellus;Glossy Ibis;Nelson Conceição;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://xeno-canto.org/732680;gloibi/XC732680.ogg
gloibi;[];[''];371.876;-74.623;Plegadis falcinellus;Glossy Ibis;Nelson Conceição;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;1.5;https://xeno-canto.org/732682;gloibi/XC732682.ogg
gloibi;[];[''];-14.5;22.5;Plegadis falcinellus;Glossy Ibis;Derek Solomon;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/737595;gloibi/XC737595.ogg
gloibi;[];[''];283.646;350.504;Plegadis falcinellus;Glossy Ibis;David Darrell-Lambert;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/740151;gloibi/XC740151.ogg
gloibi;[];[''];283.646;350.504;Plegadis falcinellus;Glossy Ibis;David Darrell-Lambert;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/740152;gloibi/XC740152.ogg
gloibi;[];[''];435.778;-14.025;Plegadis falcinellus;Glossy Ibis;brickegickel;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/744035;gloibi/XC744035.ogg
gloibi;[];[''];435.778;-14.025;Plegadis falcinellus;Glossy Ibis;brickegickel;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/744142;gloibi/XC744142.ogg
gloibi;[];[''];435.778;-14.025;Plegadis falcinellus;Glossy Ibis;brickegickel;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/744143;gloibi/XC744143.ogg
gloibi;[];[''];435.778;-14.025;Plegadis falcinellus;Glossy Ibis;brickegickel;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/744144;gloibi/XC744144.ogg
gloibi;[];[''];435.778;-14.025;Plegadis falcinellus;Glossy Ibis;brickegickel;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/744145;gloibi/XC744145.ogg
gloibi;[];[''];435.778;-14.025;Plegadis falcinellus;Glossy Ibis;brickegickel;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/744153;gloibi/XC744153.ogg
gloibi;[];[''];372.645;-7.462;Plegadis falcinellus;Glossy Ibis;Nelson Conceição;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/747993;gloibi/XC747993.ogg
gloibi;[];[''];521.864;-63.884;Plegadis falcinellus;Glossy Ibis;Paul Kelly;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/749098;gloibi/XC749098.ogg
gloibi;[];[''];372.645;-7.462;Plegadis falcinellus;Glossy Ibis;Nelson Conceição;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/756068;gloibi/XC756068.ogg
gloibi;[];[''];372.645;-7.462;Plegadis falcinellus;Glossy Ibis;Nelson Conceição;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/756069;gloibi/XC756069.ogg
gloibi;[];[''];397.971;31.068;Plegadis falcinellus;Glossy Ibis;Dan Lombard;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/761307;gloibi/XC761307.ogg
gloibi;[];[''];419.608;120.479;Plegadis falcinellus;Glossy Ibis;Paul Bourdin;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/772501;gloibi/XC772501.ogg
gloibi;[];[''];435.806;-13.927;Plegadis falcinellus;Glossy Ibis;Bernard BOUSQUET;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/773516;gloibi/XC773516.ogg
gloibi;[];[''];435.806;-13.927;Plegadis falcinellus;Glossy Ibis;Bernard BOUSQUET;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.5;https://xeno-canto.org/773518;gloibi/XC773518.ogg
gloibi;[];[''];435.806;-13.927;Plegadis falcinellus;Glossy Ibis;Bernard BOUSQUET;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/773519;gloibi/XC773519.ogg
gloibi;[];[''];521.963;-64.439;Plegadis falcinellus;Glossy Ibis;Paul Kelly;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://xeno-canto.org/779018;gloibi/XC779018.ogg
gloibi;[];[''];521.963;-64.439;Plegadis falcinellus;Glossy Ibis;Paul Kelly;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://xeno-canto.org/779019;gloibi/XC779019.ogg
gloibi;[];[''];394.187;-743.898;Plegadis falcinellus;Glossy Ibis;Paul Driver;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;3.0;https://xeno-canto.org/780992;gloibi/XC780992.ogg
gloibi;[];[''];387.096;-271.227;Plegadis falcinellus;Glossy Ibis;Carlos Pereira;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.0;https://xeno-canto.org/785627;gloibi/XC785627.ogg
gloibi;[];[''];387.096;-271.227;Plegadis falcinellus;Glossy Ibis;Carlos Pereira;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.0;https://xeno-canto.org/785628;gloibi/XC785628.ogg
gloibi;[];[''];387.096;-271.227;Plegadis falcinellus;Glossy Ibis;Carlos Pereira;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;2.0;https://xeno-canto.org/785629;gloibi/XC785629.ogg
gloibi;[];[''];406.828;0.8371;Plegadis falcinellus;Glossy Ibis;Pere Josa;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/788429;gloibi/XC788429.ogg
gloibi;[];[''];384.199;-92.125;Plegadis falcinellus;Glossy Ibis;Carlos Pereira;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://xeno-canto.org/789669;gloibi/XC789669.ogg
gloibi;[];[''];384.199;-92.125;Plegadis falcinellus;Glossy Ibis;Carlos Pereira;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.5;https://xeno-canto.org/789670;gloibi/XC789670.ogg
gloibi;[];[''];433.479;47.934;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/790751;gloibi/XC790751.ogg
gloibi;[];[''];433.446;48.042;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/793078;gloibi/XC793078.ogg
gloibi;[];[''];433.446;48.042;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/793079;gloibi/XC793079.ogg
gloibi;[];[''];433.446;48.042;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/793080;gloibi/XC793080.ogg
gloibi;[];[''];42.965;94.512;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/799984;gloibi/XC799984.ogg
gloibi;[];[''];42.965;94.512;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/799985;gloibi/XC799985.ogg
gloibi;[];[''];42.965;94.512;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/800054;gloibi/XC800054.ogg
gloibi;[];[''];42.965;94.512;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;4.0;https://xeno-canto.org/800055;gloibi/XC800055.ogg
gloibi;[];[''];42.965;94.512;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/800219;gloibi/XC800219.ogg
gloibi;[];[''];42.965;94.512;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/800220;gloibi/XC800220.ogg
gloibi;[];[''];42.965;94.512;Plegadis falcinellus;Glossy Ibis;Stanislas Wroza;Creative Commons Attribution-NonCommercial-ShareAlike 4.0;5.0;https://xeno-canto.org/800221;gloibi/XC800221.ogg
